index,noise_type,snr_db,original_index
117393,gaussian,-15,19842
117394,burst,-30,48667
117395,burst,-30,36315
117396,sp,-30,5641
117397,sp,-10,15159
117398,sp,-10,27244
117399,burst,-30,20607
117400,gaussian,-10,40705
117401,burst,-30,24615
117402,burst,-10,12684
117403,sp,-15,41170
117404,gaussian,-15,15361
117405,sp,-25,8811
117406,gaussian,-15,15880
117407,burst,-20,32086
117408,gaussian,-15,33405
117409,gaussian,-20,45688
117410,burst,-30,43749
117411,sp,-15,37576
117412,sp,-30,5093
117413,burst,-30,36705
117414,gaussian,-15,16190
117415,gaussian,-20,16995
117416,burst,-30,19267
117417,gaussian,-30,35494
117418,sp,-25,26507
117419,gaussian,-20,25398
117420,sp,-30,48219
117421,sp,-10,37762
117422,burst,-25,13406
117423,sp,-25,38973
117424,burst,-10,39656
117425,sp,-20,34509
117426,burst,-20,21691
117427,burst,-30,37678
117428,gaussian,-25,34287
117429,gaussian,-10,5479
117430,sp,-10,21179
117431,sp,-20,2260
117432,sp,-25,22620
117433,gaussian,-15,46207
117434,gaussian,-20,7552
117435,burst,-30,24172
117436,sp,-30,19736
117437,burst,-30,31652
117438,sp,-25,24751
117439,gaussian,-10,42399
117440,burst,-10,3999
117441,sp,-30,24547
117442,gaussian,-30,44804
117443,gaussian,-15,12889
117444,gaussian,-20,37186
117445,burst,-25,25203
117446,gaussian,-20,17481
117447,burst,-30,439
117448,sp,-25,13881
117449,gaussian,-30,41127
117450,burst,-10,14916
117451,burst,-25,32631
117452,sp,-25,7207
117453,gaussian,-20,41991
117454,sp,-10,4994
117455,burst,-20,22892
117456,burst,-30,23535
117457,gaussian,-20,48457
117458,burst,-15,32412
117459,burst,-30,41403
117460,gaussian,-20,13692
117461,sp,-20,10868
117462,burst,-20,11336
117463,burst,-20,6271
117464,gaussian,-15,30032
117465,sp,-20,43534
117466,gaussian,-15,1367
117467,burst,-30,42698
117468,gaussian,-10,20292
117469,burst,-30,25143
117470,gaussian,-30,28465
117471,gaussian,-15,38365
117472,gaussian,-20,20682
117473,gaussian,-30,31909
117474,gaussian,-20,26297
117475,burst,-25,9732
117476,gaussian,-10,12229
117477,sp,-15,47268
117478,gaussian,-20,34250
117479,sp,-25,2606
117480,sp,-25,779
117481,gaussian,-20,17268
117482,sp,-20,30026
117483,gaussian,-25,6577
117484,sp,-30,31233
117485,sp,-25,40995
117486,burst,-15,42612
117487,burst,-10,37624
117488,burst,-15,42520
117489,gaussian,-15,21394
117490,gaussian,-25,33373
117491,sp,-20,36992
117492,burst,-30,36497
117493,sp,-10,45740
117494,burst,-25,49579
117495,burst,-10,19422
117496,sp,-20,21246
117497,sp,-10,11292
117498,burst,-30,46016
117499,gaussian,-15,40716
117500,burst,-10,3375
117501,gaussian,-10,13076
117502,sp,-25,5262
117503,gaussian,-25,13671
117504,gaussian,-10,5999
117505,sp,-10,24924
117506,sp,-30,26054
117507,gaussian,-30,29452
117508,burst,-15,33808
117509,burst,-10,16225
117510,sp,-15,47354
117511,sp,-20,44170
117512,gaussian,-20,16011
117513,sp,-25,27962
117514,gaussian,-30,18503
117515,burst,-25,8208
117516,gaussian,-25,6820
117517,sp,-20,38361
117518,burst,-30,43894
117519,gaussian,-25,30215
117520,burst,-30,44064
117521,sp,-15,46198
117522,sp,-20,3338
117523,sp,-20,17344
117524,burst,-20,39657
117525,sp,-25,35595
117526,sp,-20,39231
117527,gaussian,-20,40279
117528,gaussian,-20,42544
117529,gaussian,-20,25695
117530,sp,-20,18125
117531,burst,-15,29401
117532,gaussian,-25,10803
117533,sp,-15,27964
117534,sp,-25,11509
117535,gaussian,-25,33408
117536,sp,-10,21862
117537,sp,-10,20570
117538,burst,-30,6196
117539,gaussian,-30,35862
117540,sp,-25,13355
117541,gaussian,-10,4012
117542,burst,-10,8029
117543,burst,-25,9773
117544,sp,-25,11108
117545,burst,-15,26398
117546,burst,-10,917
117547,burst,-25,13047
117548,gaussian,-10,25578
117549,gaussian,-25,18438
117550,sp,-15,3508
117551,burst,-15,823
117552,burst,-10,11903
117553,gaussian,-15,5043
117554,burst,-30,25314
117555,sp,-10,20194
117556,gaussian,-25,33677
117557,gaussian,-10,48532
117558,burst,-15,13140
117559,gaussian,-20,41734
117560,burst,-15,24235
117561,burst,-15,44799
117562,burst,-20,333
117563,gaussian,-20,12117
117564,gaussian,-10,33785
117565,burst,-25,4001
117566,burst,-20,1788
117567,burst,-15,26405
117568,burst,-30,39070
117569,gaussian,-15,48302
117570,gaussian,-25,11279
117571,sp,-30,49368
117572,gaussian,-25,35080
117573,gaussian,-25,21012
117574,sp,-10,20298
117575,gaussian,-15,18856
117576,gaussian,-25,45380
117577,sp,-10,31025
117578,burst,-25,41576
117579,burst,-15,43089
117580,gaussian,-20,38728
117581,sp,-15,12034
117582,burst,-25,3529
117583,burst,-10,35555
117584,burst,-20,44859
117585,gaussian,-10,12048
117586,gaussian,-15,40652
117587,burst,-20,23104
117588,sp,-30,48034
117589,sp,-30,636
117590,gaussian,-15,19195
117591,gaussian,-20,14682
117592,sp,-30,44814
117593,sp,-20,25504
117594,sp,-10,36623
117595,gaussian,-25,46991
117596,burst,-25,9079
117597,gaussian,-25,43928
117598,gaussian,-15,44460
117599,sp,-25,15170
117600,gaussian,-25,21090
117601,gaussian,-30,4822
117602,burst,-10,12307
117603,burst,-10,40966
117604,gaussian,-30,17725
117605,gaussian,-10,48684
117606,burst,-10,10852
117607,sp,-30,46910
117608,burst,-10,32593
117609,burst,-10,8314
117610,gaussian,-30,29706
117611,burst,-30,13852
117612,burst,-30,31793
117613,gaussian,-15,21734
117614,gaussian,-10,37005
117615,sp,-10,49686
117616,gaussian,-15,32274
117617,burst,-20,44630
117618,gaussian,-20,19653
117619,burst,-20,17938
117620,sp,-25,8312
117621,burst,-15,7221
117622,gaussian,-30,30581
117623,sp,-15,3458
117624,gaussian,-10,38958
117625,gaussian,-20,23977
117626,gaussian,-15,35897
117627,burst,-20,44003
117628,burst,-15,24850
117629,burst,-30,38150
117630,burst,-20,33079
117631,sp,-20,21339
117632,sp,-25,10450
117633,gaussian,-25,46442
117634,gaussian,-15,45069
117635,gaussian,-10,27874
117636,burst,-30,4036
117637,sp,-15,7028
117638,gaussian,-15,9955
117639,sp,-20,9403
117640,sp,-30,46730
117641,gaussian,-10,31936
117642,sp,-25,40326
117643,sp,-10,18962
117644,burst,-10,26105
117645,gaussian,-30,23010
117646,gaussian,-20,1801
117647,burst,-25,18865
117648,sp,-20,38755
117649,sp,-10,29121
117650,gaussian,-15,5313
117651,sp,-25,13836
117652,burst,-30,6557
117653,burst,-10,40493
117654,sp,-15,31365
117655,gaussian,-10,35631
117656,burst,-25,23323
117657,gaussian,-20,23140
117658,gaussian,-20,48544
117659,sp,-10,38738
117660,sp,-20,1296
117661,sp,-20,44891
117662,sp,-30,21698
117663,sp,-10,4711
117664,sp,-15,41681
117665,sp,-20,21608
117666,gaussian,-15,21740
117667,burst,-10,26443
117668,sp,-15,21237
117669,burst,-20,24421
117670,sp,-30,28399
117671,gaussian,-25,18218
117672,sp,-20,31389
117673,sp,-25,27285
117674,gaussian,-30,45869
117675,gaussian,-25,35653
117676,sp,-25,13602
117677,sp,-25,42597
117678,sp,-15,37729
117679,sp,-30,33666
117680,gaussian,-20,38836
117681,sp,-25,16615
117682,sp,-10,26824
117683,sp,-20,20546
117684,sp,-15,42588
117685,burst,-25,36116
117686,burst,-20,34653
117687,sp,-25,49582
117688,burst,-25,12171
117689,burst,-25,17941
117690,gaussian,-20,49776
117691,burst,-10,16357
117692,sp,-30,11666
117693,burst,-10,24283
117694,gaussian,-10,18508
117695,gaussian,-10,21016
117696,gaussian,-20,24188
117697,sp,-30,21411
117698,gaussian,-30,33918
117699,burst,-30,13058
117700,sp,-10,15483
117701,gaussian,-15,10240
117702,burst,-30,33794
117703,gaussian,-15,22927
117704,sp,-30,16662
117705,burst,-15,6921
117706,burst,-30,6092
117707,sp,-10,29268
117708,gaussian,-15,5241
117709,gaussian,-30,43024
117710,sp,-20,19120
117711,sp,-10,14751
117712,burst,-20,49142
117713,gaussian,-25,36984
117714,gaussian,-10,35707
117715,gaussian,-10,34011
117716,burst,-15,6381
117717,sp,-15,22815
117718,sp,-20,20084
117719,gaussian,-15,31794
117720,burst,-25,12090
117721,gaussian,-15,1249
117722,burst,-20,22712
117723,gaussian,-15,24980
117724,gaussian,-25,48703
117725,sp,-10,21960
117726,sp,-15,27677
117727,burst,-25,36902
117728,gaussian,-10,41805
117729,burst,-20,18189
117730,burst,-30,47869
117731,burst,-30,21690
117732,sp,-15,24336
117733,burst,-10,28707
117734,gaussian,-25,32527
117735,gaussian,-25,37468
117736,gaussian,-10,47282
117737,sp,-10,44408
117738,sp,-15,47367
117739,sp,-25,25813
117740,gaussian,-15,22389
117741,burst,-15,38350
117742,sp,-15,23193
117743,burst,-25,15805
117744,gaussian,-10,48413
117745,gaussian,-25,20112
117746,gaussian,-25,16343
117747,gaussian,-30,37144
117748,burst,-20,30633
117749,gaussian,-20,24791
117750,burst,-15,25024
117751,burst,-15,21491
117752,burst,-30,48350
117753,sp,-15,35298
117754,sp,-25,20716
117755,burst,-15,24078
117756,gaussian,-10,27849
117757,gaussian,-10,48055
117758,gaussian,-10,2494
117759,burst,-10,46783
117760,burst,-10,46927
117761,sp,-20,47834
117762,sp,-20,12444
117763,sp,-15,30960
117764,gaussian,-10,56
117765,sp,-10,26857
117766,gaussian,-25,29832
117767,burst,-25,40220
117768,burst,-30,9168
117769,burst,-10,36934
117770,gaussian,-10,47734
117771,sp,-10,20901
117772,burst,-25,48633
117773,sp,-10,28895
117774,sp,-25,39680
117775,sp,-20,37205
117776,gaussian,-15,17442
117777,sp,-15,11469
117778,sp,-20,39762
117779,gaussian,-25,40037
117780,burst,-25,15371
117781,burst,-25,33366
117782,gaussian,-20,43160
117783,sp,-30,1348
117784,burst,-20,49342
117785,gaussian,-20,29002
117786,burst,-10,551
117787,sp,-10,18682
117788,burst,-10,7542
117789,gaussian,-10,10789
117790,burst,-25,22731
117791,burst,-30,5581
117792,burst,-20,32503
117793,sp,-25,27569
117794,sp,-15,18543
117795,burst,-30,28060
117796,burst,-25,46682
117797,burst,-25,4363
117798,gaussian,-10,42170
117799,burst,-20,14277
117800,burst,-30,12139
117801,sp,-30,47892
117802,sp,-30,18698
117803,sp,-10,34814
117804,burst,-20,32182
117805,sp,-20,36591
117806,gaussian,-30,43201
117807,burst,-25,31166
117808,sp,-25,18535
117809,gaussian,-30,42901
117810,burst,-20,26487
117811,burst,-30,40421
117812,gaussian,-20,16920
117813,gaussian,-30,19181
117814,sp,-25,988
117815,gaussian,-20,28811
117816,gaussian,-15,17352
117817,gaussian,-25,15525
117818,burst,-15,30299
117819,gaussian,-15,315
117820,burst,-30,922
117821,gaussian,-20,47040
117822,gaussian,-15,118
117823,gaussian,-15,47452
117824,gaussian,-25,8836
117825,sp,-30,19558
117826,burst,-15,16722
117827,sp,-10,24044
117828,burst,-10,12031
117829,gaussian,-10,13185
117830,sp,-10,2035
117831,gaussian,-25,31367
117832,burst,-30,8147
117833,gaussian,-20,39488
117834,gaussian,-25,7722
117835,gaussian,-10,41616
117836,sp,-15,29818
117837,burst,-10,17661
117838,sp,-30,5183
117839,sp,-20,41394
117840,sp,-25,29174
117841,gaussian,-25,4745
117842,sp,-20,42906
117843,sp,-25,23422
117844,gaussian,-20,8847
117845,gaussian,-10,39871
117846,gaussian,-15,9037
117847,sp,-30,31819
117848,gaussian,-25,27706
117849,gaussian,-20,12065
117850,sp,-10,43367
117851,sp,-30,33530
117852,burst,-30,17432
117853,sp,-25,41992
117854,burst,-20,13260
117855,sp,-20,11309
117856,burst,-10,29658
117857,sp,-20,5653
117858,sp,-15,21491
117859,gaussian,-10,12849
117860,burst,-30,38319
117861,gaussian,-15,4572
117862,gaussian,-30,19959
117863,sp,-15,37986
117864,burst,-10,32682
117865,gaussian,-15,5410
117866,gaussian,-30,26548
117867,gaussian,-10,11567
117868,sp,-20,36909
117869,burst,-30,25762
117870,sp,-20,48993
117871,gaussian,-20,10604
117872,burst,-25,19108
117873,sp,-10,6645
117874,burst,-30,19952
117875,sp,-10,33618
117876,sp,-25,32772
117877,burst,-30,47452
117878,sp,-15,42010
117879,burst,-10,7620
117880,burst,-20,2939
117881,burst,-10,34062
117882,gaussian,-10,15079
117883,burst,-15,19336
117884,sp,-25,13687
117885,gaussian,-15,48810
117886,gaussian,-30,8028
117887,burst,-25,9482
117888,gaussian,-30,44418
117889,sp,-15,44113
117890,gaussian,-10,16180
117891,gaussian,-25,41841
117892,sp,-10,27835
117893,burst,-10,17780
117894,sp,-15,17997
117895,sp,-20,1377
117896,gaussian,-10,6947
117897,gaussian,-10,8729
117898,sp,-20,9249
117899,sp,-15,30295
117900,sp,-15,2563
117901,gaussian,-20,11907
117902,burst,-20,5562
117903,burst,-20,48063
117904,burst,-30,34938
117905,burst,-30,42880
117906,burst,-20,49918
117907,gaussian,-10,26618
117908,sp,-25,12212
117909,burst,-30,596
117910,gaussian,-25,18825
117911,gaussian,-25,3659
117912,gaussian,-25,32941
117913,gaussian,-30,17804
117914,burst,-10,2196
117915,gaussian,-25,11702
117916,sp,-10,9138
117917,sp,-15,36024
117918,burst,-25,5819
117919,sp,-20,35301
117920,sp,-30,16363
117921,gaussian,-10,39174
117922,sp,-25,5453
117923,burst,-25,5259
117924,gaussian,-15,9923
117925,burst,-20,41170
117926,burst,-10,40316
117927,burst,-15,17618
117928,burst,-20,32887
117929,gaussian,-25,41249
117930,gaussian,-30,35218
117931,burst,-30,46970
117932,burst,-15,19031
117933,sp,-20,31358
117934,gaussian,-20,4152
117935,gaussian,-20,22604
117936,burst,-15,37946
117937,sp,-15,44697
117938,gaussian,-10,39434
117939,gaussian,-10,30187
117940,sp,-10,19855
117941,burst,-15,39401
117942,gaussian,-10,40639
117943,gaussian,-15,13006
117944,gaussian,-20,33105
117945,burst,-10,18412
117946,gaussian,-30,17798
117947,gaussian,-10,4250
117948,gaussian,-10,29933
117949,burst,-25,11907
117950,sp,-20,3097
117951,sp,-30,24102
117952,gaussian,-15,31812
117953,burst,-20,44259
117954,gaussian,-15,43669
117955,burst,-15,33615
117956,burst,-30,31714
117957,gaussian,-15,49175
117958,burst,-30,38434
117959,gaussian,-10,16314
117960,gaussian,-10,14432
117961,burst,-20,39734
117962,gaussian,-20,26980
117963,burst,-10,5475
117964,burst,-30,36317
117965,burst,-15,46570
117966,gaussian,-30,664
117967,gaussian,-20,18975
117968,sp,-20,31001
117969,sp,-25,38983
117970,gaussian,-30,35513
117971,sp,-30,2008
117972,burst,-25,12218
117973,gaussian,-10,3430
117974,sp,-15,20292
117975,sp,-30,9863
117976,burst,-25,28945
117977,sp,-25,21501
117978,gaussian,-20,34049
117979,burst,-25,2289
117980,gaussian,-15,16382
117981,burst,-20,2229
117982,burst,-20,13676
117983,gaussian,-20,13411
117984,burst,-15,31115
117985,burst,-10,17956
117986,sp,-10,35907
117987,burst,-10,30232
117988,sp,-25,13214
117989,sp,-15,22959
117990,sp,-25,49399
117991,gaussian,-15,1781
117992,gaussian,-15,26910
117993,burst,-15,31103
117994,sp,-15,18282
117995,burst,-20,43574
117996,burst,-30,13952
117997,sp,-15,14557
117998,burst,-30,34408
117999,burst,-10,34755
118000,gaussian,-10,19121
118001,sp,-30,22327
118002,gaussian,-25,25105
118003,gaussian,-20,27541
118004,burst,-10,41140
118005,sp,-20,44573
118006,sp,-25,30381
118007,burst,-25,24609
118008,burst,-20,7791
118009,gaussian,-30,19401
118010,gaussian,-20,29035
118011,sp,-30,35905
118012,burst,-10,27476
118013,sp,-25,44708
118014,burst,-25,32740
118015,burst,-20,47191
118016,burst,-30,5461
118017,sp,-10,32633
118018,burst,-20,47194
118019,sp,-10,29116
118020,sp,-10,25989
118021,sp,-10,44335
118022,sp,-10,9864
118023,sp,-20,42538
118024,sp,-30,4324
118025,burst,-10,32569
118026,burst,-25,7808
118027,burst,-25,48129
118028,sp,-20,28828
118029,burst,-20,2540
118030,gaussian,-20,44943
118031,burst,-30,46451
118032,gaussian,-10,36151
118033,sp,-15,41516
118034,sp,-25,39128
118035,sp,-15,11157
118036,burst,-25,10693
118037,gaussian,-10,44265
118038,burst,-10,34831
118039,burst,-30,4285
118040,burst,-20,13826
118041,sp,-10,3925
118042,burst,-20,40721
118043,sp,-30,43550
118044,sp,-25,20483
118045,gaussian,-30,16780
118046,gaussian,-20,15702
118047,sp,-15,2846
118048,burst,-10,43532
118049,sp,-30,35900
118050,gaussian,-15,1118
118051,sp,-25,41469
118052,burst,-15,42261
118053,sp,-25,33955
118054,burst,-15,30413
118055,burst,-25,8455
118056,gaussian,-25,42572
118057,gaussian,-25,14505
118058,burst,-15,4082
118059,gaussian,-20,48437
118060,sp,-15,45976
118061,gaussian,-30,31263
118062,sp,-25,26370
118063,sp,-20,5146
118064,burst,-25,45159
118065,burst,-10,10658
118066,gaussian,-25,21966
118067,gaussian,-10,27339
118068,gaussian,-25,2114
118069,gaussian,-20,30618
118070,burst,-30,25838
118071,gaussian,-10,15016
118072,gaussian,-25,43544
118073,burst,-20,14934
118074,gaussian,-20,44391
118075,sp,-15,12770
118076,gaussian,-15,17350
118077,burst,-10,32693
118078,sp,-10,9703
118079,gaussian,-20,33763
118080,burst,-20,37321
118081,burst,-25,42446
118082,sp,-10,11476
118083,burst,-30,18276
118084,sp,-10,40685
118085,gaussian,-15,31316
118086,gaussian,-20,18774
118087,gaussian,-30,45198
118088,sp,-30,35450
118089,burst,-20,41097
118090,gaussian,-15,5581
118091,gaussian,-15,34485
118092,burst,-10,20522
118093,sp,-30,9355
118094,gaussian,-15,48266
118095,gaussian,-25,5832
118096,burst,-30,30042
118097,sp,-10,45478
118098,burst,-30,48621
118099,burst,-20,26585
118100,sp,-20,9869
118101,sp,-10,40302
118102,sp,-10,38809
118103,gaussian,-10,5508
118104,sp,-25,28269
118105,burst,-20,21618
118106,gaussian,-30,33162
118107,burst,-25,29933
118108,burst,-20,18311
118109,gaussian,-15,29630
118110,burst,-10,12908
118111,burst,-10,2311
118112,gaussian,-30,15117
118113,sp,-30,13723
118114,sp,-10,672
118115,gaussian,-30,36008
118116,burst,-10,22128
118117,gaussian,-20,9439
118118,gaussian,-20,35227
118119,sp,-30,32977
118120,burst,-25,15689
118121,sp,-20,22897
118122,burst,-30,45348
118123,burst,-15,13544
118124,gaussian,-10,30038
118125,gaussian,-20,20375
118126,gaussian,-20,34009
118127,burst,-15,34178
118128,gaussian,-30,37859
118129,gaussian,-30,11529
118130,gaussian,-30,12561
118131,sp,-15,24993
118132,gaussian,-20,5609
118133,gaussian,-20,28484
118134,burst,-15,39581
118135,sp,-15,7519
118136,gaussian,-20,26392
118137,gaussian,-15,28031
118138,gaussian,-25,35714
118139,burst,-15,44336
118140,sp,-20,28892
118141,gaussian,-15,4983
118142,burst,-30,9905
118143,gaussian,-20,23969
118144,burst,-30,5434
118145,sp,-25,30362
118146,sp,-25,33536
118147,burst,-15,1668
118148,gaussian,-20,39825
118149,gaussian,-15,14241
118150,sp,-10,19031
118151,burst,-10,724
118152,sp,-20,45894
118153,gaussian,-30,45271
118154,gaussian,-15,15970
118155,burst,-10,49157
118156,gaussian,-20,27707
118157,gaussian,-15,6749
118158,burst,-15,14086
118159,gaussian,-15,45127
118160,sp,-20,12562
118161,sp,-15,24283
118162,sp,-30,25083
118163,burst,-20,13938
118164,sp,-15,43369
118165,burst,-15,48258
118166,gaussian,-15,23098
118167,burst,-20,553
118168,sp,-15,45879
118169,sp,-10,3013
118170,sp,-25,39548
118171,sp,-15,31220
118172,gaussian,-15,409
118173,sp,-15,45654
118174,gaussian,-10,28884
118175,sp,-30,397
118176,sp,-10,29893
118177,burst,-30,30015
118178,gaussian,-10,45168
118179,sp,-25,17310
118180,sp,-10,19807
118181,sp,-10,15154
118182,gaussian,-15,29913
118183,sp,-10,4867
118184,gaussian,-20,9611
118185,sp,-15,550
118186,gaussian,-10,48463
118187,gaussian,-20,48876
118188,burst,-10,40113
118189,burst,-10,42833
118190,burst,-10,17849
118191,burst,-20,19256
118192,gaussian,-15,45434
118193,burst,-25,8219
118194,gaussian,-30,32258
118195,gaussian,-10,40313
118196,sp,-15,36555
118197,burst,-10,32964
118198,sp,-20,38309
118199,sp,-10,18543
118200,sp,-25,26960
118201,burst,-30,12776
118202,burst,-30,49742
118203,gaussian,-25,34253
118204,gaussian,-25,19722
118205,sp,-15,44444
118206,burst,-30,26907
118207,burst,-30,6804
118208,sp,-25,11071
118209,sp,-25,7172
118210,burst,-20,8602
118211,sp,-10,24397
118212,burst,-20,32402
118213,gaussian,-15,21150
118214,gaussian,-15,546
118215,burst,-20,49143
118216,sp,-25,26921
118217,burst,-10,8138
118218,burst,-25,17981
118219,gaussian,-20,48075
118220,sp,-10,9129
118221,burst,-30,1090
118222,gaussian,-25,1850
118223,burst,-15,31292
118224,sp,-30,29237
118225,gaussian,-30,25915
118226,gaussian,-15,14833
118227,sp,-25,607
118228,sp,-30,25439
118229,sp,-30,36654
118230,gaussian,-15,48308
118231,sp,-25,46396
118232,gaussian,-30,16772
118233,burst,-25,10845
118234,sp,-15,25971
118235,sp,-15,45649
118236,gaussian,-20,10649
118237,burst,-30,48219
118238,sp,-20,24033
118239,burst,-30,36466
118240,burst,-20,29350
118241,burst,-25,18418
118242,sp,-15,9254
118243,burst,-10,14999
118244,sp,-10,17717
118245,sp,-30,6984
118246,sp,-30,10489
118247,burst,-25,27836
118248,gaussian,-15,13705
118249,gaussian,-15,33220
118250,burst,-20,9331
118251,gaussian,-30,22975
118252,sp,-10,45176
118253,gaussian,-25,41949
118254,burst,-25,41467
118255,sp,-25,9682
118256,burst,-15,19103
118257,sp,-20,1054
118258,gaussian,-30,14885
118259,burst,-10,7004
118260,sp,-25,49483
118261,gaussian,-15,33434
118262,sp,-20,15537
118263,burst,-30,32534
118264,gaussian,-25,48625
118265,burst,-25,40281
